variable,value,Label
W21_Q47A7,5,5 = Trifft gar nicht zu
W21_Q47A7,88,Weiss nicht
W21_Q47A7,99,keine Angabe
W21_Q48A1,Variable Label,Aussage: Mache mir Sorgen ueber unvorhergesehene Nebenwirkungen der Impfung
W21_Q48A1,1,1 = Trifft voll und ganz zu
W21_Q48A1,2,2 = Trifft eher zu
W21_Q48A1,3,3 = Teils-teils
W21_Q48A1,4,4 = Trifft eher nicht zu
W21_Q48A1,5,5 = Trifft gar nicht zu
W21_Q48A1,88,Weiss nicht
W21_Q48A1,99,keine Angabe
W21_Q48A10,Variable Label,"Aussage: Mein Alltag ist zu stressig, ich habe keine Zeit fuer eine Impfung."
W21_Q48A10,1,1 = Trifft voll und ganz zu
W21_Q48A10,2,2 = Trifft eher zu
W21_Q48A10,3,3 = Teils-teils
W21_Q48A10,4,4 = Trifft eher nicht zu
W21_Q48A10,5,5 = Trifft gar nicht zu
W21_Q48A10,88,Weiss nicht
W21_Q48A10,99,keine Angabe
W21_Q48A2,Variable Label,Aussage: Verlasse mich lieber auf mein Immunsystem als auf eine Impfung
W21_Q48A2,1,1 = Trifft voll und ganz zu
W21_Q48A2,2,2 = Trifft eher zu
W21_Q48A2,3,3 = Teils-teils
W21_Q48A2,4,4 = Trifft eher nicht zu
W21_Q48A2,5,5 = Trifft gar nicht zu
W21_Q48A2,88,Weiss nicht
W21_Q48A2,99,keine Angabe
W21_Q48A3,Variable Label,Aussage: Fuehle mich gut ueber die Wirkweise der Impfstoffe informiert
W21_Q48A3,1,1 = Trifft voll und ganz zu
W21_Q48A3,2,2 = Trifft eher zu
W21_Q48A3,3,3 = Teils-teils
W21_Q48A3,4,4 = Trifft eher nicht zu
W21_Q48A3,5,5 = Trifft gar nicht zu
W21_Q48A3,88,Weiss nicht
W21_Q48A3,99,keine Angabe
W21_Q48A4,Variable Label,Aussage: Die Impfung erlaubt mir ein Leben wie vor der Pandemie.
W21_Q48A4,1,1 = Trifft voll und ganz zu
W21_Q48A4,2,2 = Trifft eher zu
W21_Q48A4,3,3 = Teils-teils
W21_Q48A4,4,4 = Trifft eher nicht zu
W21_Q48A4,5,5 = Trifft gar nicht zu
W21_Q48A4,88,Weiss nicht
W21_Q48A4,99,keine Angabe
W21_Q48A5,Variable Label,Aussage: Mit einer Impfung kann ich andere schuetzen.
W21_Q48A5,1,1 = Trifft voll und ganz zu
W21_Q48A5,2,2 = Trifft eher zu
W21_Q48A5,3,3 = Teils-teils
W21_Q48A5,4,4 = Trifft eher nicht zu
W21_Q48A5,5,5 = Trifft gar nicht zu
W21_Q48A5,88,Weiss nicht
W21_Q48A5,99,keine Angabe
W21_Q48A6,Variable Label,"Aussage: Lasse mich impfen, wenn andere sich zuerst impfen lassen"
W21_Q48A6,1,1 = Trifft voll und ganz zu
W21_Q48A6,2,2 = Trifft eher zu
W21_Q48A6,3,3 = Teils-teils
W21_Q48A6,4,4 = Trifft eher nicht zu
W21_Q48A6,5,5 = Trifft gar nicht zu
W21_Q48A6,88,Weiss nicht
W21_Q48A6,99,keine Angabe
W21_Q48A7,Variable Label,Aussage: Mit einer Impfung kann ich mich selbst schuetzen.
W21_Q48A7,1,1 = Trifft voll und ganz zu
W21_Q48A7,2,2 = Trifft eher zu
W21_Q48A7,3,3 = Teils-teils
W21_Q48A7,4,4 = Trifft eher nicht zu
W21_Q48A7,5,5 = Trifft gar nicht zu
W21_Q48A7,88,Weiss nicht
W21_Q48A7,99,keine Angabe
W21_Q48A8,Variable Label,Aussage: Behoerdlich zugelassene Impfungen sind sicher.
W21_Q48A8,1,1 = Trifft voll und ganz zu
W21_Q48A8,2,2 = Trifft eher zu
W21_Q48A8,3,3 = Teils-teils
W21_Q48A8,4,4 = Trifft eher nicht zu
W21_Q48A8,5,5 = Trifft gar nicht zu
W21_Q48A8,88,Weiss nicht
W21_Q48A8,99,keine Angabe
W21_Q48A9,Variable Label,Aussage: Behoerden informieren hinreichend ueber Wirkungsweise der Impfstoffe
W21_Q48A9,1,1 = Trifft voll und ganz zu
W21_Q48A9,2,2 = Trifft eher zu
W21_Q48A9,3,3 = Teils-teils
W21_Q48A9,4,4 = Trifft eher nicht zu
W21_Q48A9,5,5 = Trifft gar nicht zu
W21_Q48A9,88,Weiss nicht
W21_Q48A9,99,keine Angabe
W21_Q49A1,Variable Label,Impfbereitschaft: BioNTech-Pfizer
W21_Q49A1,1,1 = Auf gar keinen Fall impfen lassen
W21_Q49A1,2,2 = Eher nicht impfen lassen
W21_Q49A1,3,3 = Un-entschlossen
W21_Q49A1,4,4 = Eher schon impfen lassen
W21_Q49A1,5,5 = Auf jeden Fall impfen lassen
W21_Q49A1,77,kenne ich nicht
W21_Q49A1,99,keine Angabe
W21_Q49A2,Variable Label,Impfbereitschaft: AstraZeneca
W21_Q49A2,1,1 = Auf gar keinen Fall impfen lassen
W21_Q49A2,2,2 = Eher nicht impfen lassen
W21_Q49A2,3,3 = Un-entschlossen
W21_Q49A2,4,4 = Eher schon impfen lassen
W21_Q49A2,5,5 = Auf jeden Fall impfen lassen
W21_Q49A2,77,kenne ich nicht
W21_Q49A2,99,keine Angabe
W21_Q49A3,Variable Label,Impfbereitschaft: Moderna
W21_Q49A3,1,1 = Auf gar keinen Fall impfen lassen
W21_Q49A3,2,2 = Eher nicht impfen lassen
W21_Q49A3,3,3 = Un-entschlossen
W21_Q49A3,4,4 = Eher schon impfen lassen
W21_Q49A3,5,5 = Auf jeden Fall impfen lassen
W21_Q49A3,77,kenne ich nicht
W21_Q49A3,99,keine Angabe
W21_Q49A4,Variable Label,Impfbereitschaft: Johnson & Johnson
W21_Q49A4,1,1 = Auf gar keinen Fall impfen lassen
W21_Q49A4,2,2 = Eher nicht impfen lassen
W21_Q49A4,3,3 = Un-entschlossen
W21_Q49A4,4,4 = Eher schon impfen lassen
W21_Q49A4,5,5 = Auf jeden Fall impfen lassen
W21_Q49A4,77,kenne ich nicht
W21_Q49A4,99,keine Angabe
W21_Q49A5,Variable Label,Impfbereitschaft: Sputnik V
W21_Q49A5,1,1 = Auf gar keinen Fall impfen lassen
W21_Q49A5,2,2 = Eher nicht impfen lassen
W21_Q49A5,3,3 = Un-entschlossen
W21_Q49A5,4,4 = Eher schon impfen lassen
W21_Q49A5,5,5 = Auf jeden Fall impfen lassen
W21_Q49A5,77,kenne ich nicht
W21_Q49A5,99,keine Angabe
W21_Q50A1,Variable Label,Aussage: FFP2-Schutzmasken sind effektive Massnahme
W21_Q50A1,1,1 = Trifft voll und ganz zu
W21_Q50A1,2,2 = Trifft eher zu
W21_Q50A1,3,3 = Teils-teils
W21_Q50A1,4,4 = Trifft eher nicht zu
W21_Q50A1,5,5 = Trifft gar nicht zu
W21_Q50A1,88,Weiss nicht
W21_Q50A1,99,keine Angabe
W21_Q50A2,Variable Label,Aussage: Mit einer FFP2-Schutzmaske kann ich andere schuetzen.
W21_Q50A2,1,1 = Trifft voll und ganz zu
W21_Q50A2,2,2 = Trifft eher zu
W21_Q50A2,3,3 = Teils-teils
W21_Q50A2,4,4 = Trifft eher nicht zu
W21_Q50A2,5,5 = Trifft gar nicht zu
W21_Q50A2,88,Weiss nicht
W21_Q50A2,99,keine Angabe
W21_Q50A3,Variable Label,Aussage: Mit einer FFP2-Schutzmaske kann ich mich selbst schuetzen.
W21_Q50A3,1,1 = Trifft voll und ganz zu
W21_Q50A3,2,2 = Trifft eher zu
W21_Q50A3,3,3 = Teils-teils
W21_Q50A3,4,4 = Trifft eher nicht zu
W21_Q50A3,5,5 = Trifft gar nicht zu
W21_Q50A3,88,Weiss nicht
W21_Q50A3,99,keine Angabe
W21_Q51A1,Variable Label,Auswirkungen: Vergesse Wochentag
W21_Q51A1,1,1 = Trifft voll und ganz zu
W21_Q51A1,2,2 = Trifft eher zu
W21_Q51A1,3,3 = Teils-teils
W21_Q51A1,4,4 = Trifft eher nicht zu
W21_Q51A1,5,5 = Trifft gar nicht zu
W21_Q51A1,88,Weiss nicht
W21_Q51A1,99,keine Angabe
W21_Q51A2,Variable Label,Auswirkungen: Fehlt Kontakt
W21_Q51A2,1,1 = Trifft voll und ganz zu
W21_Q51A2,2,2 = Trifft eher zu
W21_Q51A2,3,3 = Teils-teils
W21_Q51A2,4,4 = Trifft eher nicht zu
W21_Q51A2,5,5 = Trifft gar nicht zu
W21_Q51A2,88,Weiss nicht
W21_Q51A2,99,keine Angabe
W21_Q51A3,Variable Label,"Auswirkungen: Dinge tun, fuer die sonst keine Zeit"
W21_Q51A3,1,1 = Trifft voll und ganz zu
W21_Q51A3,2,2 = Trifft eher zu
W21_Q51A3,3,3 = Teils-teils
W21_Q51A3,4,4 = Trifft eher nicht zu
W21_Q51A3,5,5 = Trifft gar nicht zu
W21_Q51A3,88,Weiss nicht
W21_Q51A3,99,keine Angabe
W21_Q51A4,Variable Label,Auswirkungen: Konflikte in Beziehung/Familie
W21_Q51A4,1,1 = Trifft voll und ganz zu
W21_Q51A4,2,2 = Trifft eher zu
W21_Q51A4,3,3 = Teils-teils
W21_Q51A4,4,4 = Trifft eher nicht zu
W21_Q51A4,5,5 = Trifft gar nicht zu
W21_Q51A4,88,Weiss nicht
W21_Q51A4,99,keine Angabe
W21_Q52A1,Variable Label,Depressivitaet: ruhig und gelassen
W21_Q52A1,1,nie
W21_Q52A1,2,an manchen Tagen
W21_Q52A1,3,mehrmals die Woche
W21_Q52A1,4,beinahe jeden Tag
W21_Q52A1,5,taeglich
W21_Q52A1,88,Weiss nicht
W21_Q52A1,99,keine Angabe
W21_Q52A2,Variable Label,Depressivitaet: einsam
W21_Q52A2,1,nie
W21_Q52A2,2,an manchen Tagen
W21_Q52A2,3,mehrmals die Woche
W21_Q52A2,4,beinahe jeden Tag
W21_Q52A2,5,taeglich
W21_Q52A2,88,Weiss nicht
W21_Q52A2,99,keine Angabe
W21_Q52A3,Variable Label,Depressivitaet: aergerlich
W21_Q52A3,1,nie
W21_Q52A3,2,an manchen Tagen
W21_Q52A3,3,mehrmals die Woche
W21_Q52A3,4,beinahe jeden Tag
W21_Q52A3,5,taeglich
W21_Q52A3,88,Weiss nicht
W21_Q52A3,99,keine Angabe
W21_Q52A4,Variable Label,Depressivitaet: so niedergeschlagen
W21_Q52A4,1,nie
W21_Q52A4,2,an manchen Tagen
W21_Q52A4,3,mehrmals die Woche
W21_Q52A4,4,beinahe jeden Tag
W21_Q52A4,5,taeglich
W21_Q52A4,88,Weiss nicht
W21_Q52A4,99,keine Angabe
W21_Q52A5,Variable Label,Depressivitaet: gluecklich
W21_Q52A5,1,nie
W21_Q52A5,2,an manchen Tagen
W21_Q52A5,3,mehrmals die Woche
W21_Q52A5,4,beinahe jeden Tag
W21_Q52A5,5,taeglich
W21_Q52A5,88,Weiss nicht
W21_Q52A5,99,keine Angabe
W21_Q52A6,Variable Label,Depressivitaet: sehr nervoes
W21_Q52A6,1,nie
W21_Q52A6,2,an manchen Tagen
W21_Q52A6,3,mehrmals die Woche
W21_Q52A6,4,beinahe jeden Tag
W21_Q52A6,5,taeglich
W21_Q52A6,88,Weiss nicht
W21_Q52A6,99,keine Angabe
W21_Q52A7,Variable Label,Depressivitaet: aengstlich
W21_Q52A7,1,nie
W21_Q52A7,2,an manchen Tagen
W21_Q52A7,3,mehrmals die Woche
W21_Q52A7,4,beinahe jeden Tag
W21_Q52A7,5,taeglich
W21_Q52A7,88,Weiss nicht
W21_Q52A7,99,keine Angabe
W21_Q52A8,Variable Label,Depressivitaet: bedrueckt und traurig
W21_Q52A8,1,nie
W21_Q52A8,2,an manchen Tagen
W21_Q52A8,3,mehrmals die Woche
W21_Q52A8,4,beinahe jeden Tag
W21_Q52A8,5,taeglich
W21_Q52A8,88,Weiss nicht
W21_Q52A8,99,keine Angabe
W21_Q52A9,Variable Label,Depressivitaet: voller Energie
W21_Q52A9,1,nie
W21_Q52A9,2,an manchen Tagen
W21_Q52A9,3,mehrmals die Woche
W21_Q52A9,4,beinahe jeden Tag
W21_Q52A9,5,taeglich
W21_Q52A9,88,Weiss nicht
W21_Q52A9,99,keine Angabe
W21_Q53A1,Variable Label,Aussage: Kinderbetreuung stellt Problem dar
W21_Q53A1,1,1 = Trifft voll und ganz zu
W21_Q53A1,2,2 = Trifft eher zu
W21_Q53A1,3,3 = Teils-teils
W21_Q53A1,4,4 = Trifft eher nicht zu
W21_Q53A1,5,5 = Trifft gar nicht zu
W21_Q53A1,88,Weiss nicht
W21_Q53A1,99,keine Angabe
W21_Q54A1,Variable Label,Zuhause verlassen: Arbeit
W21_Q54A1,1,nie
W21_Q54A1,2,an manchen Tagen
W21_Q54A1,3,mehrmals die Woche
W21_Q54A1,4,beinahe jeden Tag
W21_Q54A1,5,taeglich
W21_Q54A1,88,Weiss nicht
W21_Q54A1,99,keine Angabe
W21_Q54A2,Variable Label,Zuhause verlassen: Sport
W21_Q54A2,1,nie
W21_Q54A2,2,an manchen Tagen
W21_Q54A2,3,mehrmals die Woche
W21_Q54A2,4,beinahe jeden Tag
W21_Q54A2,5,taeglich
W21_Q54A2,88,Weiss nicht
W21_Q54A2,99,keine Angabe
W21_Q54A3,Variable Label,Zuhause verlassen: Freunde oder Verwandte treffen
W21_Q54A3,1,nie
W21_Q54A3,2,an manchen Tagen
W21_Q54A3,3,mehrmals die Woche
W21_Q54A3,4,beinahe jeden Tag
W21_Q54A3,5,taeglich
W21_Q54A3,88,Weiss nicht
W21_Q54A3,99,keine Angabe
W21_Q54A4,Variable Label,"Zuhause verlassen: Medikamente, medizinische Versorgung, Pflege, Hilfe"
W21_Q54A4,1,nie
W21_Q54A4,2,an manchen Tagen
W21_Q54A4,3,mehrmals die Woche
W21_Q54A4,4,beinahe jeden Tag
W21_Q54A4,5,taeglich
W21_Q54A4,88,Weiss nicht
W21_Q54A4,99,keine Angabe
W21_Q54A5,Variable Label,Zuhause verlassen: Essen einkaufen
W21_Q54A5,1,nie
W21_Q54A5,2,an manchen Tagen
W21_Q54A5,3,mehrmals die Woche
W21_Q54A5,4,beinahe jeden Tag
W21_Q54A5,5,taeglich
W21_Q54A5,88,Weiss nicht
W21_Q54A5,99,keine Angabe
W21_Q54A6,Variable Label,Zuhause verlassen: Haustier ausfuehren
W21_Q54A6,1,nie
W21_Q54A6,2,an manchen Tagen
W21_Q54A6,3,mehrmals die Woche
W21_Q54A6,4,beinahe jeden Tag
W21_Q54A6,5,taeglich
W21_Q54A6,88,Weiss nicht
W21_Q54A6,99,keine Angabe
W21_Q54A7,Variable Label,Zuhause verlassen: Langeweile im Haus/um Freiheit zu geniessen
W21_Q54A7,1,nie
W21_Q54A7,2,an manchen Tagen
W21_Q54A7,3,mehrmals die Woche
W21_Q54A7,4,beinahe jeden Tag
W21_Q54A7,5,taeglich
W21_Q54A7,88,Weiss nicht
W21_Q54A7,99,keine Angabe
W21_Q54A8,Variable Label,Zuhause verlassen: Sonstige Besorgungen
W21_Q54A8,1,nie
W21_Q54A8,2,an manchen Tagen
W21_Q54A8,3,mehrmals die Woche
W21_Q54A8,4,beinahe jeden Tag
W21_Q54A8,5,taeglich
W21_Q54A8,88,Weiss nicht
W21_Q54A8,99,keine Angabe
W21_Q54A9,Variable Label,Zuhause verlassen: Andere Gruende
W21_Q54A9,1,nie
W21_Q54A9,2,an manchen Tagen
W21_Q54A9,3,mehrmals die Woche
W21_Q54A9,4,beinahe jeden Tag
W21_Q54A9,5,taeglich
W21_Q54A9,88,Weiss nicht
W21_Q54A9,99,keine Angabe
W21_Q55A1,Variable Label,Chance: Zusammenhalt hat sich erhoeht
W21_Q55A1,1,1 = Trifft voll und ganz zu
W21_Q55A1,2,2 = Trifft eher zu
W21_Q55A1,3,3 = Teils-teils
W21_Q55A1,4,4 = Trifft eher nicht zu
W21_Q55A1,5,5 = Trifft gar nicht zu
W21_Q55A1,88,Weiss nicht
W21_Q55A1,99,keine Angabe
W21_Q55A2,Variable Label,Chance: Gut fuer Umwelt und Klima
W21_Q55A2,1,1 = Trifft voll und ganz zu
W21_Q55A2,2,2 = Trifft eher zu
W21_Q55A2,3,3 = Teils-teils
W21_Q55A2,4,4 = Trifft eher nicht zu
W21_Q55A2,5,5 = Trifft gar nicht zu
W21_Q55A2,88,Weiss nicht
W21_Q55A2,99,keine Angabe
W21_Q55A3,Variable Label,Chance: Umstellung auf Online-Kommunikation
W21_Q55A3,1,1 = Trifft voll und ganz zu
W21_Q55A3,2,2 = Trifft eher zu
W21_Q55A3,3,3 = Teils-teils
W21_Q55A3,4,4 = Trifft eher nicht zu
W21_Q55A3,5,5 = Trifft gar nicht zu
W21_Q55A3,88,Weiss nicht
W21_Q55A3,99,keine Angabe
W21_Q56A1,Variable Label,Gemeinschaftsgefuehl: Geben alle unser Bestes
W21_Q56A1,1,1 = Trifft voll und ganz zu
W21_Q56A1,2,2 = Trifft eher zu
W21_Q56A1,3,3 = Teils-teils
W21_Q56A1,4,4 = Trifft eher nicht zu
W21_Q56A1,5,5 = Trifft gar nicht zu
W21_Q56A1,88,Weiss nicht
W21_Q56A1,99,keine Angabe
W21_Q56A2,Variable Label,"Gemeinschaftsgefuehl: Einig, dass Zusammenhalt wichtig"
W21_Q56A2,1,1 = Trifft voll und ganz zu
W21_Q56A2,2,2 = Trifft eher zu
W21_Q56A2,3,3 = Teils-teils
W21_Q56A2,4,4 = Trifft eher nicht zu
W21_Q56A2,5,5 = Trifft gar nicht zu
W21_Q56A2,88,Weiss nicht
W21_Q56A2,99,keine Angabe
W21_Q56A3,Variable Label,"Gemeinschaftsgefuehl: Ruecken zusammen, um Schwache zu schuetzen"
W21_Q56A3,1,1 = Trifft voll und ganz zu
W21_Q56A3,2,2 = Trifft eher zu
W21_Q56A3,3,3 = Teils-teils
W21_Q56A3,4,4 = Trifft eher nicht zu
W21_Q56A3,5,5 = Trifft gar nicht zu
W21_Q56A3,88,Weiss nicht
W21_Q56A3,99,keine Angabe
W21_Q58A1,Variable Label,Vertrauen: ORF
W21_Q58A1,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A1,1,1
W21_Q58A1,2,2
W21_Q58A1,3,3
W21_Q58A1,4,4
W21_Q58A1,5,5
W21_Q58A1,6,6
W21_Q58A1,7,7
W21_Q58A1,8,8
W21_Q58A1,9,9
W21_Q58A1,10,10 = Sehr viel Vertrauen
W21_Q58A1,88,Weiss nicht
W21_Q58A1,99,keine Angabe
W21_Q58A2,Variable Label,Vertrauen: Polizei
W21_Q58A2,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A2,1,1
W21_Q58A2,2,2
W21_Q58A2,3,3
W21_Q58A2,4,4
W21_Q58A2,5,5
W21_Q58A2,6,6
W21_Q58A2,7,7
W21_Q58A2,8,8
W21_Q58A2,9,9
W21_Q58A2,10,10 = Sehr viel Vertrauen
W21_Q58A2,88,Weiss nicht
W21_Q58A2,99,keine Angabe
W21_Q58A3,Variable Label,Vertrauen: Parlament
W21_Q58A3,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A3,1,1
W21_Q58A3,2,2
W21_Q58A3,3,3
W21_Q58A3,4,4
W21_Q58A3,5,5
W21_Q58A3,6,6
W21_Q58A3,7,7
W21_Q58A3,8,8
W21_Q58A3,9,9
W21_Q58A3,10,10 = Sehr viel Vertrauen
W21_Q58A3,88,Weiss nicht
W21_Q58A3,99,keine Angabe
W21_Q58A4,Variable Label,Vertrauen: Gesundheitswesen
W21_Q58A4,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A4,1,1
W21_Q58A4,2,2
W21_Q58A4,3,3
W21_Q58A4,4,4
W21_Q58A4,5,5
W21_Q58A4,6,6
W21_Q58A4,7,7
W21_Q58A4,8,8
W21_Q58A4,9,9
W21_Q58A4,10,10 = Sehr viel Vertrauen
W21_Q58A4,88,Weiss nicht
W21_Q58A4,99,keine Angabe
W21_Q58A5,Variable Label,Vertrauen: Bundesregierung
W21_Q58A5,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A5,1,1
W21_Q58A5,2,2
W21_Q58A5,3,3
W21_Q58A5,4,4
W21_Q58A5,5,5
W21_Q58A5,6,6
W21_Q58A5,7,7
W21_Q58A5,8,8
W21_Q58A5,9,9
W21_Q58A5,10,10 = Sehr viel Vertrauen
W21_Q58A5,88,Weiss nicht
W21_Q58A5,99,keine Angabe
W21_Q58A6,Variable Label,Vertrauen: Bundesheer
W21_Q58A6,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A6,1,1
W21_Q58A6,2,2
W21_Q58A6,3,3
W21_Q58A6,4,4
W21_Q58A6,5,5
W21_Q58A6,6,6
W21_Q58A6,7,7
W21_Q58A6,8,8
W21_Q58A6,9,9
W21_Q58A6,10,10 = Sehr viel Vertrauen
W21_Q58A6,88,Weiss nicht
W21_Q58A6,99,keine Angabe
W21_Q58A7,Variable Label,Vertrauen: EU
W21_Q58A7,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A7,1,1
W21_Q58A7,2,2
W21_Q58A7,3,3
W21_Q58A7,4,4
W21_Q58A7,5,5
W21_Q58A7,6,6
W21_Q58A7,7,7
W21_Q58A7,8,8
W21_Q58A7,9,9
W21_Q58A7,10,10 = Sehr viel Vertrauen
W21_Q58A7,88,Weiss nicht
W21_Q58A7,99,keine Angabe
W21_Q58A8,Variable Label,Vertrauen: Wissenschaft und Forschung
W21_Q58A8,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A8,1,1
W21_Q58A8,2,2
W21_Q58A8,3,3
W21_Q58A8,4,4
W21_Q58A8,5,5
W21_Q58A8,6,6
W21_Q58A8,7,7
W21_Q58A8,8,8
W21_Q58A8,9,9
W21_Q58A8,10,10 = Sehr viel Vertrauen
W21_Q58A8,88,Weiss nicht
W21_Q58A8,99,keine Angabe
W21_Q58A9,Variable Label,Vertrauen: Pharmaunternehmen
W21_Q58A9,0,0 = Ueberhaupt kein Vertrauen
W21_Q58A9,1,1
W21_Q58A9,2,2
W21_Q58A9,3,3
W21_Q58A9,4,4
W21_Q58A9,5,5
W21_Q58A9,6,6
W21_Q58A9,7,7
W21_Q58A9,8,8
W21_Q58A9,9,9
W21_Q58A9,10,10 = Sehr viel Vertrauen
W21_Q58A9,88,Weiss nicht
W21_Q58A9,99,keine Angabe
W21_Q59A1,Variable Label,Aussage: Einfache Leute verbindet gesunder Menschenverstand im Alltag
W21_Q59A1,1,1 = Trifft voll und ganz zu
W21_Q59A1,2,2 = Trifft eher zu
W21_Q59A1,3,3 = Teils-teils
W21_Q59A1,4,4 = Trifft eher nicht zu
W21_Q59A1,5,5 = Trifft gar nicht zu
W21_Q59A1,88,Weiss nicht
W21_Q59A1,99,keine Angabe
W21_Q59A2,Variable Label,Aussage: Einfache Leute verbindet ein guter und ehrlicher Charakter.
W21_Q59A2,1,1 = Trifft voll und ganz zu
W21_Q59A2,2,2 = Trifft eher zu
W21_Q59A2,3,3 = Teils-teils
W21_Q59A2,4,4 = Trifft eher nicht zu
W21_Q59A2,5,5 = Trifft gar nicht zu
W21_Q59A2,88,Weiss nicht
W21_Q59A2,99,keine Angabe
W21_Q59A3,Variable Label,Aussage: Wissenschafter sind nur auf ihren eigenen Vorteil aus.
W21_Q59A3,1,1 = Trifft voll und ganz zu
W21_Q59A3,2,2 = Trifft eher zu
W21_Q59A3,3,3 = Teils-teils
W21_Q59A3,4,4 = Trifft eher nicht zu
W21_Q59A3,5,5 = Trifft gar nicht zu
W21_Q59A3,88,Weiss nicht
W21_Q59A3,99,keine Angabe
W21_Q59A4,Variable Label,Aussage: Wissenschafter stecken mit Politik und Wirtschaft unter einer Decke.
W21_Q59A4,1,1 = Trifft voll und ganz zu
W21_Q59A4,2,2 = Trifft eher zu
W21_Q59A4,3,3 = Teils-teils
W21_Q59A4,4,4 = Trifft eher nicht zu
W21_Q59A4,5,5 = Trifft gar nicht zu
W21_Q59A4,88,Weiss nicht
W21_Q59A4,99,keine Angabe
W21_Q59A5,Variable Label,Aussage: Das Volk sollte Einfluss auf die Arbeit von Wissenschaftern haben.
W21_Q59A5,1,1 = Trifft voll und ganz zu
W21_Q59A5,2,2 = Trifft eher zu
W21_Q59A5,3,3 = Teils-teils
W21_Q59A5,4,4 = Trifft eher nicht zu
W21_Q59A5,5,5 = Trifft gar nicht zu
W21_Q59A5,88,Weiss nicht
W21_Q59A5,99,keine Angabe
W21_Q59A6,Variable Label,"Aussage: Leute wie ich sollten mitentscheiden, wozu Wissenschafter forschen"
W21_Q59A6,1,1 = Trifft voll und ganz zu
W21_Q59A6,2,2 = Trifft eher zu
W21_Q59A6,3,3 = Teils-teils
W21_Q59A6,4,4 = Trifft eher nicht zu
W21_Q59A6,5,5 = Trifft gar nicht zu
W21_Q59A6,88,Weiss nicht
W21_Q59A6,99,keine Angabe
W21_Q59A7,Variable Label,Aussage: Im Zweifel eher einfachen Menschen als Wissenschaftern vertrauen
W21_Q59A7,1,1 = Trifft voll und ganz zu
W21_Q59A7,2,2 = Trifft eher zu
W21_Q59A7,3,3 = Teils-teils
W21_Q59A7,4,4 = Trifft eher nicht zu
W21_Q59A7,5,5 = Trifft gar nicht zu
W21_Q59A7,88,Weiss nicht
W21_Q59A7,99,keine Angabe
W21_Q59A8,Variable Label,Aussage: Verlass eher auf Menschenverstand als Wissenschaft
W21_Q59A8,1,1 = Trifft voll und ganz zu
W21_Q59A8,2,2 = Trifft eher zu
W21_Q59A8,3,3 = Teils-teils
W21_Q59A8,4,4 = Trifft eher nicht zu
W21_Q59A8,5,5 = Trifft gar nicht zu
W21_Q59A8,88,Weiss nicht
W21_Q59A8,99,keine Angabe
W21_Q60,Variable Label,Demokratiezufriedenheit: Oesterreich
W21_Q60,1,1 = Sehr zufrieden
W21_Q60,2,2 = Eher zufrieden
W21_Q60,3,3 = Teils-teils
W21_Q60,4,4 = Eher unzufrieden
W21_Q60,5,5 = Sehr unzufrieden
W21_Q60,88,Weiss nicht
W21_Q60,99,keine Angabe
W21_Q61A1,Variable Label,Aussage: Akzeptabel hoehere Steuern zu zahlen
W21_Q61A1,1,1 = Trifft voll und ganz zu
W21_Q61A1,2,2 = Trifft eher zu
W21_Q61A1,3,3 = Teils-teils
W21_Q61A1,4,4 = Trifft eher nicht zu
W21_Q61A1,5,5 = Trifft gar nicht zu
W21_Q61A1,88,Weiss nicht
W21_Q61A1,99,keine Angabe
W21_Q61A10,Variable Label,Aussage: Das Coronavirus ist gefaehrlicher als eine normale Grippe
W21_Q61A10,1,1 = Trifft voll und ganz zu
W21_Q61A10,2,2 = Trifft eher zu
W21_Q61A10,3,3 = Teils-teils
W21_Q61A10,4,4 = Trifft eher nicht zu
W21_Q61A10,5,5 = Trifft gar nicht zu
W21_Q61A10,88,Weiss nicht
W21_Q61A10,99,keine Angabe
W21_Q61A2,Variable Label,Aussage: Lebensweise aendern
W21_Q61A2,1,1 = Trifft voll und ganz zu
W21_Q61A2,2,2 = Trifft eher zu
W21_Q61A2,3,3 = Teils-teils
W21_Q61A2,4,4 = Trifft eher nicht zu
W21_Q61A2,5,5 = Trifft gar nicht zu
W21_Q61A2,88,Weiss nicht
W21_Q61A2,99,keine Angabe
W21_Q61A3,Variable Label,Aussage: Wichtigeres als Corona im Leben
W21_Q61A3,1,1 = Trifft voll und ganz zu
W21_Q61A3,2,2 = Trifft eher zu
W21_Q61A3,3,3 = Teils-teils
W21_Q61A3,4,4 = Trifft eher nicht zu
W21_Q61A3,5,5 = Trifft gar nicht zu
W21_Q61A3,88,Weiss nicht
W21_Q61A3,99,keine Angabe
W21_Q61A4,Variable Label,Aussage: Behauptungen ueber Corona uebertrieben
W21_Q61A4,1,1 = Trifft voll und ganz zu
W21_Q61A4,2,2 = Trifft eher zu
W21_Q61A4,3,3 = Teils-teils
W21_Q61A4,4,4 = Trifft eher nicht zu
W21_Q61A4,5,5 = Trifft gar nicht zu
